File Name,Item Sequence,Title,Descriptive title,Thumbnail URL,Related,viewingHint,Parent ARK,Item ARK,Object Type,AltTitle.other,AltTitle.uniform,Undertext Objects,Overtext Manuscript,Place of origin,Date.normalized,Date.creation,Scribe,Author,Associated Name,Contributors,Contents note,Contents,Colophon,Incipit,Explicit,References,Provenance,General note,Format.extent,Format.weight,Form,Format.dimensions,Folio dimensions,Support,Foliation,Collation,Page layout,Hand note,Illustrations note,Inscription,Additions,Binding note,Binding condition,Ink color,Features,Condition note,Type.typeOfResource,Type.genre,Language,Text direction,Writing system,Script,Script note,Rights.statementLocal,Rights contact,Name.repository,Shelfmark,Collection,Other version(s),IIIF Manifest URL,delivery,image count,Viscodex
,,"Sinai, St. Catherine’s Monastery, Syriac 13",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f09d1%2F8455609z/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z15f09d1,Work,Lectionary of Gospels and Epistles,Lectionary,,,,1001/1100,11th c. CE,,,,Grigory Kessel,,,,,,Kamil,,,237 ff.,1679.0 g,Codex,221 x 167 x 107 mm,,Parchment,,,,,,,,,,,Rubrication,,text,Lectionaries|~|Liturgical texts|~|Biblical texts|~|Gospel books,syc,right-to-left,Syriac,Melkite,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 13,Old Collection,https://www.loc.gov/item/00279386322-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15f09d1/manifest,delivery 4.2,592,
,,"Sinai, St. Catherine’s Monastery, Syriac 130",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j40b7h%2F8v60rg6m/full/!200,200/0/default.jpg",,individuals,ark:/21198/z1bk2gmg,ark:/21198/z1j40b7h,Work,,Horologion,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,298 ff.,1070.5 g,Codex,174 x 152 x 86.0 mm,,Paper,,,,,,,,,,,,,text,Liturgical texts,syc,right-to-left,Syriac,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 130,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891721 ,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j40b7h/manifest,delivery 6.1,616,
,,"Sinai, St. Catherine’s Monastery, Syriac 131",Services,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1db9kmk%2F9v44g686/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1db9kmk,Work,,,,,,1242,1242 CE,,,,,,,,,,Kamil,,,347 ff.,1202.4 g,Codex,177 x 136 x 91.0 mm,,Paper,,,,,,,,,,,Dated,,text,Liturgical texts,syc,right-to-left,Syriac,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 131,Old Collection,https://www.loc.gov/item/00279387879-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1db9kmk/manifest,delivery 6.1,705,
,,"Sinai, St. Catherine’s Monastery, Syriac 132",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k08nzm%2F6s13h115/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1k08nzm,Work,"Prophetologion recited during Lent, Holy Week and feast days",Prophetologion,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,275 ff.,1145.1 g,Codex,200 x 154 x 90.0 mm,,Paper,,,,,,,,,,,,,text,Liturgical texts,syc,right-to-left,Syriac,Melkite,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 132,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891722,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k08nzm/manifest,delivery 5.2,564,
,,"Sinai, St. Catherine’s Monastery, Syriac 134",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18w5cwf%2Fv946s144/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z18w5cwf,Work,Gospels (Matthew and Mark),Bible. Gospels|~|Bible. Matthew|~|Bible. Mark,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,95 ff.,571.1 g,Codex,222 x 162 x 35.0 mm,,Paper,,,,,,,,,,,,,text,Biblical texts|~|Gospel books,syc,right-to-left,Syriac,Melkite,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 134,Old Collection,https://www.loc.gov/item/00279387880-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18w5cwf/manifest,delivery 8.1,197,
,,"Sinai, St. Catherine’s Monastery, Syriac 135",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f77x8r%2F0r609z4h/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1f77x8r,Work,Four Gospels,Bible. Gospels,,,,1101/1300,12th c. CE,,,,,,,,,,Kamil,,,179 ff.,757.5 g,Codex,182 x 143 x 59.0 mm,,Paper,,,,,,,,,,,,,text,Biblical texts|~|Gospel books,syc,right-to-left,Syriac,Estrangela,Elements of Serto,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 135,Old Collection,https://www.loc.gov/item/00279387892-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f77x8r/manifest,delivery 5.2,368,
,,"Sinai, St. Catherine’s Monastery, Syriac 136",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g75hz%2Fq578qp92/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z19g75hz,Work,Typikon (St. Sabas),Typikon,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,258 ff.,1032.5 g,Codex,178 x 145 x 80.0 mm,,Paper,,,,,,,,,,,,,text,Liturgical texts,syc,right-to-left,Syriac,Melkite,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 136,Old Collection,https://www.loc.gov/item/00279388537-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19g75hz/manifest,delivery 5.2,534,
,,"Sinai, St. Catherine’s Monastery, Syriac 137",Services,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15q6drs%2Fb223w37f/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z15q6drs,Work,,,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,207 ff.,992.4 g,Codex,200 x 144 x 75.0 mm,,Paper,,,,,,,,,,,,,text,Liturgical texts,syc,right-to-left,Syriac,Melkite,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 137,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891724,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15q6drs/manifest,delivery 5.2,426,
,,"Sinai, St. Catherine’s Monastery, Syriac 138",Services and Makarismatarion,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18k8tvd%2Ffk32z77w/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z18k8tvd,Work,,,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,205 ff.,819.6 g,Codex,178 x 135 x 66.0 mm,,Paper,,,,,,,,,,,,,text,Liturgical texts,syc,right-to-left,Syriac,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 138,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891725 ,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18k8tvd/manifest,delivery 6.1,419,
,,"Sinai, St. Catherine’s Monastery, Syriac 139",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t8331%2Fcf93bc22/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z14t8331,Work,,Bible. Psalms,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,300 ff.,940.5 g,Codex,173 x 132 x 99.0 mm,,Paper,,,,,,,,,,,,,text,Biblical texts,syc,right-to-left,Syriac,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 139,Old Collection,https://www.loc.gov/item/00279388525-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14t8331/manifest,delivery 6.1,612,
,,"Sinai, St. Catherine’s Monastery, Syriac 14","Sayings of SS. Macarius, John Carpatheus, Isaac the Syrian and Gregory Nazienzis","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11n9jq6%2Ff055c068/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z11n9jq6,Work,,,,,,901/1000,10th c. CE,,"Isaac, Bishop of Nineveh, active 7th century|~|Gregory, of Nazianzus, Saint|~|Macarius, the Egyptian, Saint, active 4th century",,Grigory Kessel,,,,,,Kamil,,,183 ff.,1125.9 g,Codex,219 x 168 x 68 mm,,Parchment,,,,,,,,,,,Rubrication|~|Marginalia,,text,Theological works|~|Apophthegmata,syc|~|ara,right-to-left,Syriac|~|Arabic,Melkite|~|Estrangela|~|Naskh,Estrangela and Naskh used in the flyleaves,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 14,Old Collection,https://www.loc.gov/item/00279386310-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11n9jq6/manifest,delivery 4.2,960,
,,"Sinai, St. Catherine’s Monastery, Syriac 140",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z5p2x%2F8t19nj02/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z11z5p2x,Work,,Euchologion,,,,1221,1221 CE,,,,,,,,,,Kamil,,,311 ff.,1006.8 g,Codex,170 x 142 x 86.0 mm,,Paper,,,,,,,,,,,Dated,,text,Liturgical texts,syc,right-to-left,Syriac,Melkite,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 140,Old Collection,https://www.loc.gov/item/00279388513-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11z5p2x/manifest,delivery 5.2,632,
,,"Sinai, St. Catherine’s Monastery, Syriac 141",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md0hps%2Fmn33xj27/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1md0hps,Work,,Heirmologion,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,200 ff.,542.2 g,Codex,170 x 117 x 56.0 mm,,Parchment,,,,,,,,,,,,,text,Liturgical texts,syc,right-to-left,Syriac,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 141,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891726 ,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1md0hps/manifest,delivery 6.2,412,
,,"Sinai, St. Catherine’s Monastery, Syriac 142",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x655mc%2F7w40gf31/full/!200,200/0/default.jpg",,individuals,ark:/21198/z1bk2gmg,ark:/21198/z1x655mc,Work,,Horologion,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,178 ff.,771.1 g,Codex,181 x 142 x 63.0 mm,,Paper,,,,,,,,,,,,,text,Liturgical texts,syc,right-to-left,Syriac,Melkite,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 142,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891727,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x655mc/manifest,delivery 5.2,366,
,,"Sinai, St. Catherine’s Monastery, Syriac 143",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ww9652%2Fv384zb5n/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1ww9652,Work,,Bible. Psalms,,,,1230,1230 CE,,,,,,,,,,Kamil,,,295 ff.,1197.7 g,Codex,181 x 147 x 100.0 mm,,Paper,,,,,,,,,,,Dated,,text,Biblical texts,syc,right-to-left,Syriac,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 143,Old Collection,https://www.loc.gov/item/00279388501-ms/,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ww9652/manifest,delivery 6.3,598,
,,"Sinai, St. Catherine’s Monastery, Syriac 145",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1127bb5%2F2078s411/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1127bb5,Work,Four Gospels,Bible. Gospels,,,,1188,1188 CE,,,,,,,,,,Kamil,,,240 ff.,962.5 g,Codex,183 x 145 x 70.0 mm,,Paper,,,,,,,,,,,Dated,,text,Biblical texts|~|Gospel books,syc,right-to-left,Syriac,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 145,Old Collection,https://www.loc.gov/item/00279388495-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1127bb5/manifest,delivery 6.1,491,
,,"Sinai, St. Catherine’s Monastery, Syriac 146",Services,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sf4dx3%2Fhr38tq04/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1sf4dx3,Work,,,,,,1188,1188 CE,,,,,,,,,,Kamil,,,107 ff.,575 g,Codex,176 x 137 x 46.0 mm,,Paper,,,,,,,,,,,Dated,,text,Liturgical texts,syc,right-to-left,Syriac,Melkite,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 146,Old Collection,https://www.loc.gov/item/00279388483-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sf4dx3/manifest,delivery 5.2,224,
,,"Sinai, St. Catherine’s Monastery, Syriac 147",Services,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns2cm3%2F5n12gz17/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1ns2cm3,Work,,,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,84 ff.,394.6 g,Codex,180 x 147 x 34.0 mm,,Paper,,,,,,,,,,,,,text,Liturgical texts,syc,right-to-left,Syriac,Melkite,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 147,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871442,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ns2cm3/manifest,delivery 5.2,182,
,,"Sinai, St. Catherine’s Monastery, Syriac 148",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j11mx4%2F3k853s7g/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1j11mx4,Work,,Sticherarion,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,191 ff.,714.3 g,Codex,180 x 135 x 59.0 mm,,Paper,folios 1-4 are upside down,,,,,,,,,,Rubrication,,text,Liturgical texts|~|Hymnals,syc,right-to-left,Syriac,Melkite,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 148,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871443,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j11mx4/manifest,delivery 5.2,392,
,,"Sinai, St. Catherine’s Monastery, Syriac 149",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w96twx%2Fzh97mc7s/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1w96twx,Work,,Bible. Psalms,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,236 ff.,849.9 g,Codex,176 x 144 x 74.0 mm,,Paper,,,,,,,,,,,,,text,Biblical texts,syc,right-to-left,Syriac,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac 149,Old Collection,https://www.loc.gov/item/00279388549-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w96twx/manifest,delivery 6.1,487,
